REGIAO: Sudeste;
UF: SP;
ESTACAO: A701;
NOME: SAO PAULO - IAG;
CODIGO (WMO): A701;
LATITUDE: -23.651;
LONGITUDE: -46.623;
DATA DE FUNDACAO: 01/01/1960;

Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);VENTO, VELOCIDADE HORARIA (m/s);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mb);
2023/03/13;0600;0,1;23,0;25,2;21,3;56,9;64,7;51,6;1,5;943,6;
2023/03/13;0900;0,3;25,2;27,4;23,1;71,1;75,2;66,8;3,8;938,8;
2023/03/13;1200;0,7;19,8;21,5;18,9;73,6;78,4;68,4;3,3;955,2;
2023/03/13;1500;0,3;20,7;22,8;19,0;68,7;72,7;64,8;0,3;931,0;
2023/03/13;1800;0,7;21,1;23,0;19,3;71,2;76,3;66,2;0,8;930,0;
2023/03/13;2100;0,4;19,7;21,3;17,4;65,7;69,7;60,5;2,5;944,0;
2023/03/14;0000;0,5;22,4;24,5;20,5;67,4;71,4;61,7;4,2;931,0;
2023/03/14;0300;0,1;18,1;21,0;16,2;71,1;74,9;65,6;1,9;946,9;
2023/03/14;0600;0,0;25,5;27,5;24,8;57,7;60,8;52,1;0,9;939,5;
2023/03/14;0900;0,2;27,3;29,2;25,1;75,0;78,8;69,4;4,3;944,6;
2023/03/14;1200;1,1;24,8;27,0;22,8;77,3;84,0;71,4;3,3;939,6;
2023/03/14;1500;0,8;20,5;22,8;18,4;79,0;83,0;73,0;0,9;933,0;
2023/03/14;1800;0,1;21,7;23,9;19,0;65,5;69,1;61,6;0,2;939,6;
2023/03/14;2100;0,2;25,7;27,5;22,6;59,8;63,1;54,6;0,1;937,2;
2023/03/15;0000;0,0;18,3;20,6;16,2;67,1;72,3;60,2;0,7;943,4;
2023/03/15;0300;0,0;20,0;22,2;17,6;81,2;85,9;77,5;2,0;938,7;
2023/03/15;0600;0,6;22,4;25,3;20,7;63,5;69,4;59,7;0,3;940,1;
2023/03/15;0900;0,1;20,4;21,6;18,5;65,0;70,5;59,8;0,4;940,9;
2023/03/15;1200;0,4;22,8;24,4;20,8;72,8;78,5;68,3;0,2;936,3;
2023/03/15;1500;0,1;17,9;20,1;16,0;74,3;78,7;69,2;3,4;931,0;
2023/03/15;1800;0,3;21,6;23,5;19,8;70,5;75,5;65,3;0,6;939,4;
2023/03/15;2100;0,1;23,0;24,9;21,5;90,3;95,4;86,9;6,7;939,5;
2023/03/16;0000;0,8;20,8;22,7;19,6;70,2;74,3;63,7;1,1;944,4;
2023/03/16;0300;0,1;23,3;25,4;20,8;65,0;70,7;60,4;0,8;940,5;
2023/03/16;0600;0,3;21,8;24,3;19,9;83,5;88,9;78,7;2,0;933,2;
2023/03/16;0900;0,1;21,9;24,2;19,5;74,9;79,7;70,2;0,9;939,5;
2023/03/16;1200;0,0;23,6;25,9;20,7;65,3;70,7;60,6;1,0;940,2;
2023/03/16;1500;0,1;26,2;28,0;24,0;65,2;68,7;60,4;0,7;949,6;
2023/03/16;1800;0,0;19,4;22,3;16,8;75,1;81,5;69,2;1,0;945,1;
2023/03/16;2100;0,6;22,3;23,8;20,0;67,4;73,5;63,4;3,5;942,8;
2023/03/17;0000;0,0;22,8;24,7;20,5;72,2;77,3;66,0;2,6;933,3;
2023/03/17;0300;0,4;23,8;25,9;21,5;74,8;80,5;70,2;1,8;936,7;
2023/03/17;0600;0,0;21,4;22,9;19,0;63,3;68,6;59,3;2,3;938,6;
2023/03/17;0900;0,6;22,0;23,9;19,9;72,6;77,1;68,2;0,4;946,3;
2023/03/17;1200;0,2;17,9;20,8;15,7;53,8;57,8;49,5;1,5;942,7;
2023/03/17;1500;0,2;25,3;27,9;23,9;69,4;74,3;63,0;2,0;950,5;
2023/03/17;1800;0,3;23,2;25,0;21,2;78,5;84,5;72,9;1,1;942,4;
2023/03/17;2100;0,2;22,6;25,0;20,9;64,1;68,7;60,1;0,8;940,6;
2023/03/18;0000;0,5;16,1;18,0;14,2;79,4;84,7;75,2;1,1;934,6;
2023/03/18;0300;0,7;28,4;30,6;27,0;61,7;67,5;56,0;0,4;942,2;
2023/03/18;0600;0,1;22,3;24,2;20,7;73,1;79,7;68,1;4,8;941,3;
2023/03/18;0900;0,1;25,1;26,8;22,9;76,4;80,7;72,7;1,9;938,9;
2023/03/18;1200;0,0;22,7;24,6;20,8;72,4;75,7;66,2;0,3;935,5;
2023/03/18;1500;1,0;23,1;25,5;20,4;69,7;73,2;66,3;0,2;946,4;
2023/03/18;1800;0,4;20,3;22,1;18,9;66,9;73,6;61,9;0,7;927,5;
2023/03/18;2100;0,1;22,0;23,8;20,1;58,5;63,4;53,9;1,2;935,2;
2023/03/19;0000;0,5;28,5;28,8;26,6;68,7;73,1;63,9;0,2;943,2;
2023/03/19;0300;0,5;18,2;19,3;16,5;48,2;52,3;43,7;0,1;940,5;
2023/03/19;0600;0,0;25,9;28,0;23,7;64,2;68,6;59,8;0,9;941,6;
2023/03/19;0900;0,1;23,9;26,5;21,8;72,6;78,8;66,9;0,4;938,2;
2023/03/19;1200;0,2;19,5;21,6;17,3;66,7;71,3;64,4;1,4;945,6;
2023/03/19;1500;0,4;26,0;28,2;23,5;67,2;71,4;60,7;1,6;934,5;
2023/03/19;1800;0,1;24,9;26,8;22,3;71,7;76,6;66,0;0,9;938,8;
2023/03/19;2100;0,3;20,0;21,3;18,0;65,7;69,7;60,7;1,8;935,3;
2023/03/20;0000;0,1;24,1;25,9;21,9;64,6;70,3;58,9;4,2;943,5;
2023/03/20;0300;0,4;23,5;25,6;21,5;61,4;66,8;56,7;0,3;933,6;
2023/03/20;0600;0,4;20,6;22,3;19,6;78,7;82,6;73,6;0,2;941,2;
2023/03/20;0900;0,3;21,4;23,5;19,4;59,0;65,2;52,5;0,9;935,6;
2023/03/20;1200;0,0;18,8;21,4;16,2;68,7;73,5;64,7;0,1;940,3;
2023/03/20;1500;0,5;23,5;25,7;21,2;78,5;83,5;70,7;3,5;942,2;
2023/03/20;1800;1,0;23,2;25,4;20,7;50,0;54,8;46,6;3,4;946,8;
2023/03/20;2100;0,0;17,8;19,4;16,1;60,3;65,0;57,4;2,4;947,6;
2023/03/21;0000;0,4;23,7;25,9;22,2;75,7;80,5;69,6;0,0;937,6;
2023/03/21;0300;0,1;17,9;20,4;16,0;69,8;75,1;65,8;0,3;938,5;
2023/03/21;0600;0,5;25,7;27,3;24,1;81,2;85,2;76,1;3,0;933,0;
2023/03/21;0900;0,1;19,9;21,0;17,5;78,4;84,4;73,4;1,1;938,8;
2023/03/21;1200;0,6;23,6;25,1;22,6;80,5;84,9;75,3;1,2;932,6;
2023/03/21;1500;0,1;24,3;26,3;22,1;66,8;71,4;60,9;0,2;936,3;
2023/03/21;1800;0,0;17,7;19,6;15,8;75,5;80,0;72,4;1,5;934,1;
2023/03/21;2100;0,2;23,0;25,2;20,7;73,0;78,7;67,7;3,1;950,1;
2023/03/22;0000;0,1;16,8;19,7;14,9;75,0;80,5;70,1;0,3;926,6;
2023/03/22;0300;0,3;18,5;20,3;16,5;74,7;79,1;69,0;0,0;938,9;
2023/03/22;0600;0,5;24,2;26,1;22,0;76,0;81,5;71,7;0,5;939,3;
2023/03/22;0900;0,1;19,7;21,7;17,3;77,3;83,3;72,3;3,1;941,9;
2023/03/22;1200;0,1;24,9;27,2;22,5;56,5;61,0;52,1;2,5;934,7;
2023/03/22;1500;0,2;18,4;20,2;16,2;84,7;89,3;80,5;1,7;947,8;
2023/03/22;1800;0,4;20,4;22,5;18,3;87,7;92,1;83,8;0,8;939,9;
2023/03/22;2100;0,0;26,8;29,1;25,1;76,9;83,1;70,4;1,8;933,0;
2023/03/23;0000;0,2;21,1;23,0;19,0;73,8;78,2;67,6;3,4;948,6;
2023/03/23;0300;0,2;21,8;22,9;20,3;66,4;72,3;62,4;1,9;939,7;
2023/03/23;0600;0,4;26,8;28,2;25,8;57,1;63,2;52,3;1,2;945,4;
2023/03/23;0900;0,7;23,4;26,0;21,5;72,8;76,6;68,6;1,3;938,7;
2023/03/23;1200;0,2;25,7;29,1;22,5;79,2;82,7;72,8;2,4;931,5;
2023/03/23;1500;0,3;22,6;25,0;20,5;66,8;71,7;60,5;2,2;942,4;
2023/03/23;1800;0,1;21,4;23,8;18,6;71,2;76,9;67,7;0,1;934,9;
2023/03/23;2100;0,5;22,4;25,2;20,2;80,7;86,4;74,0;0,6;939,7;
2023/03/24;0000;0,1;17,3;19,6;16,4;63,0;68,4;59,3;1,0;943,6;
2023/03/24;0300;0,3;25,4;27,4;22,3;68,1;71,8;64,5;1,4;939,3;
2023/03/24;0600;0,1;18,8;20,5;16,6;70,8;75,2;65,8;0,4;934,4;
2023/03/24;0900;0,6;25,1;27,5;23,1;70,1;75,3;65,6;0,5;931,6;
2023/03/24;1200;0,2;24,9;26,9;23,2;74,5;79,7;70,5;0,7;947,6;
2023/03/24;1500;0,1;23,7;26,4;21,7;69,7;72,0;66,6;1,4;942,3;
2023/03/24;1800;0,4;22,4;24,9;20,2;65,7;68,2;60,3;0,4;943,5;
2023/03/24;2100;0,0;24,8;27,0;23,0;74,7;78,7;68,4;0,6;936,6;
2023/03/25;0000;0,2;27,4;29,3;25,2;71,0;74,2;65,5;0,2;940,2;
2023/03/25;0300;0,1;18,9;20,6;16,3;59,5;65,1;54,9;3,0;945,0;
2023/03/25;0600;0,1;24,1;25,8;21,2;71,0;75,7;66,4;0,3;943,6;
2023/03/25;0900;0,4;20,5;22,1;18,0;80,9;85,1;76,2;1,7;946,2;
2023/03/25;1200;0,1;24,1;26,3;22,3;62,2;66,0;57,2;2,3;939,4;
2023/03/25;1500;0,2;17,0;19,7;15,4;88,1;93,6;81,6;1,0;931,3;
2023/03/25;1800;0,0;22,1;24,4;19,3;67,5;72,1;62,7;5,6;941,8;
2023/03/25;2100;0,7;18,3;19,4;16,1;59,2;65,3;56,4;5,3;936,1;
2023/03/26;0000;1,3;17,9;19,6;16,3;79,0;86,8;75,2;1,0;936,5;
2023/03/26;0300;0,8;21,6;23,1;19,3;58,9;64,5;53,8;1,4;943,8;
2023/03/26;0600;0,3;23,6;25,5;21,3;81,4;84,6;78,4;2,5;947,1;
2023/03/26;0900;0,6;21,7;24,6;18,3;79,2;84,8;73,5;2,9;940,8;
2023/03/26;1200;0,2;28,8;30,4;26,9;70,0;75,6;64,8;0,4;939,5;
2023/03/26;1500;0,7;22,0;24,4;19,4;63,3;70,2;59,8;0,9;936,4;
2023/03/26;1800;0,7;16,8;19,9;15,7;82,4;87,0;77,3;0,4;928,9;
2023/03/26;2100;0,3;24,2;26,1;21,6;58,9;65,3;55,6;1,1;941,3;
2023/03/27;0000;0,1;24,9;27,7;23,0;67,5;72,5;62,6;0,2;945,9;
2023/03/27;0300;0,1;24,9;26,3;22,5;58,8;65,3;54,8;4,6;944,0;
2023/03/27;0600;0,3;20,9;22,8;18,7;76,7;83,9;70,0;4,8;937,3;
2023/03/27;0900;0,3;24,0;26,7;21,4;72,3;76,7;67,2;3,7;943,6;
2023/03/27;1200;0,1;24,9;27,4;23,0;65,4;72,1;59,7;3,3;929,7;
2023/03/27;1500;0,1;23,4;25,6;21,1;70,0;74,4;64,7;0,0;946,3;
2023/03/27;1800;0,2;23,6;24,9;21,7;64,8;71,4;60,0;3,0;937,9;
2023/03/27;2100;0,2;19,1;20,9;17,1;61,1;66,7;56,9;0,5;932,7;
2023/03/28;0000;0,2;23,6;26,4;21,7;72,7;77,6;69,8;8,0;932,1;
2023/03/28;0300;0,1;27,1;29,4;25,9;74,2;82,2;69,2;0,3;943,5;
2023/03/28;0600;0,2;26,7;29,0;24,2;68,1;73,6;63,2;5,8;948,9;
2023/03/28;0900;0,3;21,3;23,5;20,2;79,5;83,3;75,1;0,7;933,8;
2023/03/28;1200;0,4;19,6;20,9;18,4;78,9;83,5;73,9;3,3;941,0;
2023/03/28;1500;0,9;25,8;27,2;24,0;77,3;84,1;70,3;0,3;934,0;
2023/03/28;1800;0,3;22,2;24,4;20,3;75,6;82,9;71,5;0,5;937,7;
2023/03/28;2100;0,1;24,0;26,1;22,1;64,5;69,6;59,9;1,5;945,6;
2023/03/29;0000;0,0;26,2;28,1;23,2;67,8;72,0;63,1;0,8;936,8;
2023/03/29;0300;0,5;20,6;23,4;18,7;87,2;93,2;82,3;0,8;943,3;
2023/03/29;0600;0,1;26,0;28,3;24,3;74,8;79,1;71,2;1,6;937,9;
2023/03/29;0900;0,3;23,1;25,9;21,4;61,9;67,7;56,7;0,8;940,4;
2023/03/29;1200;0,3;15,7;17,8;13,1;70,9;75,7;66,9;1,3;937,3;
2023/03/29;1500;0,1;23,4;25,0;21,6;57,0;62,0;52,4;0,3;946,7;
2023/03/29;1800;0,0;24,7;26,7;22,8;68,6;72,6;64,0;1,5;934,7;
2023/03/29;2100;0,1;25,6;27,9;23,4;65,7;70,9;63,1;3,0;934,0;
2023/03/30;0000;0,0;21,4;23,6;19,8;65,0;69,6;59,8;0,4;931,8;
2023/03/30;0300;0,1;22,9;24,9;20,8;64,1;69,0;58,1;2,6;943,4;
2023/03/30;0600;0,2;24,0;25,7;23,1;77,5;83,3;71,0;0,5;938,9;
2023/03/30;0900;0,1;25,4;26,7;23,5;70,8;76,5;65,4;0,1;939,8;
2023/03/30;1200;0,2;24,3;25,9;22,4;68,1;71,0;65,1;0,5;942,5;
2023/03/30;1500;0,3;20,1;21,3;17,6;72,2;77,0;67,0;3,9;934,7;
2023/03/30;1800;0,0;21,6;23,4;19,6;73,9;77,2;69,7;0,4;936,4;
2023/03/30;2100;0,1;24,3;26,0;22,8;66,3;72,8;61,3;1,2;937,6;
2023/03/31;0000;0,0;21,4;23,5;19,2;68,7;73,0;62,8;5,4;938,1;
2023/03/31;0300;0,2;19,1;20,7;17,3;67,6;72,1;62,3;4,8;939,6;
2023/03/31;0600;0,3;20,9;22,6;19,1;61,4;66,2;55,9;4,9;956,9;
2023/03/31;0900;0,0;23,0;24,1;20,8;79,0;83,7;75,5;1,2;931,0;
2023/03/31;1200;0,2;21,4;23,2;18,7;76,7;81,1;72,1;4,6;941,6;
2023/03/31;1500;0,2;25,5;27,1;23,0;66,8;69,6;63,0;3,4;935,4;
2023/03/31;1800;0,6;21,1;23,8;19,5;66,8;71,8;61,9;2,7;935,9;
2023/03/31;2100;0,0;16,4;18,6;15,3;72,6;78,3;66,5;0,6;939,3;
2023/04/01;0000;0,1;28,0;29,3;25,3;63,9;68,9;58,7;2,3;950,7;
2023/04/01;0300;0,1;15,6;17,6;13,3;78,3;81,9;75,3;1,5;946,6;
2023/04/01;0600;0,3;20,5;22,1;17,9;67,1;71,9;62,4;2,3;943,5;
2023/04/01;0900;0,5;22,6;24,7;21,1;77,0;81,6;73,3;1,4;939,3;
2023/04/01;1200;0,1;24,6;26,1;22,1;49,2;54,6;44,9;0,8;947,3;
2023/04/01;1500;0,2;23,4;25,6;20,9;68,1;74,5;63,3;1,4;924,3;
2023/04/01;1800;0,1;21,2;23,6;20,4;68,8;73,6;62,9;1,8;936,8;
2023/04/01;2100;0,2;18,8;19,9;17,1;81,9;87,3;76,5;0,8;933,9;
2023/04/02;0000;0,1;25,0;27,1;22,6;67,3;72,4;63,0;5,3;943,0;
2023/04/02;0300;0,3;24,3;26,1;22,0;64,4;71,2;58,0;0,2;941,5;
2023/04/02;0600;1,1;18,4;20,6;17,5;61,4;66,8;55,0;6,0;941,8;
2023/04/02;0900;0,1;21,0;22,5;19,3;55,9;60,5;48,7;1,6;940,6;
2023/04/02;1200;0,2;26,2;29,0;24,1;74,9;79,2;70,2;1,7;949,2;
2023/04/02;1500;0,4;28,2;30,4;26,3;59,4;64,9;54,4;0,2;939,5;
2023/04/02;1800;0,1;23,4;25,4;20,8;69,8;74,6;65,9;0,1;927,7;
2023/04/02;2100;0,1;23,5;26,0;20,4;62,6;67,5;57,1;1,0;939,7;
2023/04/03;0000;0,4;22,2;24,8;20,2;69,5;74,9;63,7;0,1;941,6;
2023/04/03;0300;0,1;18,3;20,5;16,6;64,2;68,1;59,3;0,1;937,3;
2023/04/03;0600;0,2;21,1;22,6;18,7;66,9;71,2;63,6;1,8;941,4;
2023/04/03;0900;0,3;24,0;25,8;21,8;74,0;79,8;68,4;1,3;938,4;
2023/04/03;1200;0,1;25,3;27,0;23,1;73,2;78,2;66,4;0,2;944,1;
2023/04/03;1500;0,3;19,2;20,9;16,5;69,8;74,0;64,6;2,3;940,7;
2023/04/03;1800;1,1;22,6;25,4;20,0;72,9;77,1;66,1;0,6;946,3;
2023/04/03;2100;0,4;18,4;20,1;17,1;61,4;67,7;56,3;2,7;936,7;
2023/04/04;0000;0,2;26,0;28,3;23,7;63,4;68,5;58,4;1,0;931,5;
2023/04/04;0300;0,0;24,2;26,0;22,4;66,0;70,4;61,2;0,7;944,6;
2023/04/04;0600;0,2;18,7;20,7;15,6;64,6;69,6;58,8;1,7;939,3;
2023/04/04;0900;0,2;23,2;25,1;20,7;69,0;75,7;65,9;1,5;943,1;
2023/04/04;1200;0,0;17,1;19,8;14,8;76,3;83,0;71,6;1,8;948,4;
2023/04/04;1500;0,3;30,8;33,4;28,6;69,6;74,8;64,4;0,4;940,1;
2023/04/04;1800;0,3;22,7;25,4;20,4;64,1;68,0;59,1;0,2;936,6;
2023/04/04;2100;0,1;25,8;28,1;23,3;68,7;73,9;62,8;3,1;941,8;
2023/04/05;0000;0,0;24,6;26,3;21,6;71,6;77,7;67,0;0,4;931,2;
2023/04/05;0300;0,5;14,1;16,0;13,0;72,3;77,1;70,1;1,4;937,3;
2023/04/05;0600;0,8;20,6;21,8;19,5;65,8;69,8;61,0;2,0;942,8;
2023/04/05;0900;0,4;20,2;22,5;19,0;71,1;76,3;66,0;0,5;934,8;
2023/04/05;1200;0,2;20,7;23,0;19,0;92,8;97,5;86,6;1,7;938,2;
2023/04/05;1500;0,0;21,7;22,0;20,9;69,9;74,3;66,0;5,5;940,2;
2023/04/05;1800;0,2;20,2;21,7;17,7;59,7;65,4;54,5;3,0;933,3;
2023/04/05;2100;0,0;20,1;22,1;17,6;76,4;81,2;71,5;0,1;943,5;
2023/04/06;0000;0,1;25,2;27,4;23,1;71,9;77,2;66,6;1,0;935,6;
2023/04/06;0300;0,1;20,6;22,9;18,7;71,6;76,7;66,1;1,1;937,9;
2023/04/06;0600;0,2;23,0;23,5;20,9;77,1;82,0;71,7;0,0;939,2;
2023/04/06;0900;0,2;24,1;26,0;22,7;72,6;77,5;68,3;2,2;943,2;
2023/04/06;1200;0,1;24,4;26,5;21,7;75,2;79,6;69,6;3,6;946,2;
2023/04/06;1500;0,3;18,2;20,4;16,4;57,1;62,2;52,5;1,1;937,1;
2023/04/06;1800;1,7;14,6;15,5;12,3;73,7;77,3;69,3;0,3;943,1;
2023/04/06;2100;0,0;21,2;23,6;19,2;65,8;69,3;60,9;0,8;936,8;
2023/04/07;0000;0,0;25,0;27,5;23,1;69,7;74,3;65,2;0,5;934,6;
2023/04/07;0300;0,1;22,2;24,1;19,5;67,2;74,6;60,4;1,3;936,4;
2023/04/07;0600;0,5;20,7;22,9;18,6;63,5;68,4;58,0;1,3;939,6;
2023/04/07;0900;0,8;17,2;18,4;15,4;60,5;63,9;55,9;0,0;944,0;
2023/04/07;1200;0,5;20,6;22,8;17,9;73,1;77,2;68,1;0,5;940,9;
2023/04/07;1500;0,7;21,2;23,2;19,4;57,2;60,3;51,3;1,7;945,1;
2023/04/07;1800;0,2;27,1;28,9;25,5;75,9;82,3;71,6;3,0;941,1;
2023/04/07;2100;0,2;20,9;23,0;19,4;78,2;81,6;74,1;2,0;946,5;
2023/04/08;0000;0,8;26,6;29,2;24,4;66,2;72,6;61,4;0,2;942,3;
2023/04/08;0300;0,1;15,5;17,3;13,8;71,0;75,7;66,5;1,0;940,0;
2023/04/08;0600;0,1;20,7;22,6;18,3;68,4;73,8;64,1;1,4;936,9;
2023/04/08;0900;1,6;13,8;15,2;12,4;74,9;80,3;68,8;0,4;933,4;
2023/04/08;1200;0,4;24,5;26,2;21,6;68,6;75,2;60,7;1,6;938,3;
2023/04/08;1500;0,2;25,9;27,9;23,6;74,0;78,8;70,5;3,8;933,2;
2023/04/08;1800;0,2;24,9;26,6;23,1;67,1;70,4;62,4;0,0;938,7;
2023/04/08;2100;0,6;26,1;27,8;23,7;72,4;77,4;66,6;0,3;938,3;
2023/04/09;0000;1,3;20,4;22,2;18,3;55,3;60,1;49,6;1,0;942,3;
2023/04/09;0300;0,2;22,3;23,5;19,6;90,9;97,4;86,1;3,0;935,6;
2023/04/09;0600;0,4;24,8;26,3;22,5;73,1;79,5;67,3;1,5;938,7;
2023/04/09;0900;0,2;26,6;28,9;24,2;93,8;96,7;90,2;4,6;945,9;
2023/04/09;1200;0,6;25,4;26,8;22,4;81,1;87,8;77,7;0,3;945,3;
2023/04/09;1500;0,1;22,0;25,2;19,9;62,9;68,5;59,6;0,1;945,3;
2023/04/09;1800;1,2;22,7;24,5;19,9;67,7;73,2;62,1;0,6;940,2;
2023/04/09;2100;0,4;19,6;20,5;17,0;61,7;68,7;57,3;1,5;946,3;
2023/04/10;0000;0,3;23,1;25,3;21,7;76,1;82,0;70,9;3,6;946,1;
2023/04/10;0300;0,0;22,4;25,0;20,3;86,5;91,2;81,6;0,5;936,7;
2023/04/10;0600;0,2;28,2;31,2;26,3;81,4;86,2;76,0;2,9;935,0;
2023/04/10;0900;0,4;23,4;25,0;21,4;72,6;78,3;66,9;1,9;941,5;
2023/04/10;1200;0,2;24,6;27,1;23,0;71,8;77,2;64,5;1,0;942,8;
2023/04/10;1500;0,3;24,2;25,5;22,1;85,0;88,9;79,3;2,3;937,1;
2023/04/10;1800;0,2;23,4;25,0;21,5;67,1;71,2;62,2;0,8;937,9;
2023/04/10;2100;0,4;19,9;21,2;17,7;85,4;90,1;79,0;1,3;942,9;
2023/04/11;0000;0,3;16,8;18,9;15,0;72,5;76,3;66,7;0,7;937,5;
2023/04/11;0300;0,2;23,4;25,0;21,8;82,7;89,4;78,8;5,3;940,8;
2023/04/11;0600;0,0;21,9;24,3;19,6;66,4;71,9;61,7;0,8;936,3;
2023/04/11;0900;0,1;22,8;24,0;21,6;68,7;73,7;64,7;0,5;948,8;
2023/04/11;1200;1,0;19,8;22,3;17,0;62,3;68,1;57,0;2,5;936,2;
2023/04/11;1500;0,0;22,8;24,1;20,9;62,0;66,7;56,9;1,5;947,5;
2023/04/11;1800;0,0;22,0;23,0;19,6;63,5;70,4;57,6;2,2;937,9;
2023/04/11;2100;0,0;20,9;22,9;19,1;74,4;80,9;69,3;3,9;945,5;
2023/04/12;0000;0,2;18,0;20,2;16,0;58,8;63,5;52,9;1,1;937,7;
2023/04/12;0300;0,1;22,8;25,3;20,5;77,8;84,0;73,2;2,4;927,9;
2023/04/12;0600;0,3;22,8;24,1;21,2;74,6;79,2;71,3;0,8;938,2;
2023/04/12;0900;0,0;21,0;22,7;19,8;67,9;74,1;63,7;0,3;930,6;
2023/04/12;1200;0,2;24,3;26,3;22,2;73,0;76,3;68,1;8,4;939,7;
2023/04/12;1500;0,1;25,5;27,7;23,2;68,7;71,1;64,0;0,1;939,9;
2023/04/12;1800;0,1;22,6;25,1;21,0;68,4;74,9;65,0;1,3;938,7;
2023/04/12;2100;0,4;22,3;23,4;20,2;64,6;70,7;59,1;1,2;937,3;
2023/04/13;0000;0,2;21,7;23,0;20,3;68,5;74,6;64,0;0,3;941,6;
2023/04/13;0300;0,4;23,5;24,6;21,3;72,1;76,7;66,0;0,3;942,3;
2023/04/13;0600;0,3;16,3;18,1;14,5;75,3;83,3;70,6;2,0;933,4;
2023/04/13;0900;0,3;26,0;27,6;24,0;88,4;93,9;84,0;0,8;942,2;
2023/04/13;1200;0,0;20,1;20,9;18,3;65,9;71,4;62,1;2,4;939,6;
2023/04/13;1500;0,1;25,2;27,7;22,6;63,9;69,2;58,6;1,2;946,3;
2023/04/13;1800;0,5;24,5;27,2;22,3;61,3;68,5;56,2;0,8;948,3;
2023/04/13;2100;0,2;17,2;19,5;14,6;69,2;74,3;64,3;0,3;947,7;
2023/04/14;0000;0,5;28,4;30,1;27,2;69,9;76,0;64,9;0,4;952,5;
2023/04/14;0300;0,0;21,2;24,2;19,0;63,1;69,8;58,4;2,8;932,2;
2023/04/14;0600;0,2;27,4;29,6;25,7;77,0;82,0;71,7;1,1;941,2;
2023/04/14;0900;0,8;18,2;19,9;15,7;74,1;80,3;69,1;0,2;936,6;
2023/04/14;1200;0,6;26,2;28,2;24,7;83,1;88,2;77,1;1,9;943,2;
2023/04/14;1500;0,0;21,1;22,9;18,7;70,9;75,9;66,3;0,7;938,7;
2023/04/14;1800;1,1;17,5;19,8;15,8;70,9;75,8;65,7;1,5;935,6;
2023/04/14;2100;0,1;21,8;23,8;20,2;62,1;66,5;56,9;3,3;934,6;
2023/04/15;0000;0,1;22,0;24,3;20,7;80,9;85,0;74,6;1,6;939,2;
2023/04/15;0300;0,1;19,7;22,5;17,6;54,5;60,8;49,0;1,4;942,1;
2023/04/15;0600;0,4;26,7;28,6;24,0;70,1;74,9;66,8;0,9;943,6;
2023/04/15;0900;0,2;23,6;25,9;21,6;66,2;70,4;61,7;0,1;940,7;
2023/04/15;1200;0,4;22,2;24,1;21,0;61,6;66,4;58,7;2,1;944,3;
2023/04/15;1500;0,1;22,8;24,2;20,6;81,2;85,1;73,6;0,7;944,1;
2023/04/15;1800;0,7;20,5;22,5;18,7;47,6;51,3;42,6;1,8;936,7;
2023/04/15;2100;0,3;22,4;24,4;20,8;75,0;80,5;67,7;0,7;945,3;
2023/04/16;0000;0,0;17,7;20,4;15,8;72,5;78,8;67,0;1,1;944,1;
2023/04/16;0300;0,1;20,1;21,6;18,1;75,3;80,2;68,7;0,1;942,8;
2023/04/16;0600;0,0;20,3;22,5;18,5;71,6;78,1;66,1;1,0;946,6;
2023/04/16;0900;0,4;23,2;25,6;21,5;59,4;65,7;53,3;2,0;934,7;
2023/04/16;1200;0,6;20,8;22,8;17,8;80,1;84,4;75,7;0,4;942,6;
2023/04/16;1500;0,6;18,2;19,9;17,1;76,1;81,2;71,3;4,6;937,9;
2023/04/16;1800;0,3;21,5;23,7;20,1;64,1;68,1;61,7;2,3;935,9;
2023/04/16;2100;0,2;22,7;24,1;20,4;89,2;95,2;86,2;0,5;932,3;
2023/04/17;0000;0,2;21,8;24,5;20,5;70,2;72,6;66,2;1,2;943,8;
2023/04/17;0300;0,6;20,0;22,1;18,7;79,4;83,4;73,3;3,0;945,4;
2023/04/17;0600;0,1;19,0;20,2;16,9;71,7;76,3;67,5;1,0;944,8;
2023/04/17;0900;0,1;19,9;21,4;17,6;65,8;70,2;59,7;1,1;934,2;
2023/04/17;1200;0,4;21,9;23,6;19,0;65,3;70,9;61,2;1,9;937,4;
2023/04/17;1500;1,0;21,5;23,4;19,4;77,9;82,3;71,9;0,5;941,0;
2023/04/17;1800;0,1;26,7;28,9;25,4;75,7;80,7;71,0;2,6;939,0;
2023/04/17;2100;0,3;20,4;22,7;18,6;71,1;76,3;65,6;2,4;937,6;
2023/04/18;0000;0,6;27,6;29,1;25,5;57,3;61,2;51,6;5,1;939,4;
2023/04/18;0300;0,1;19,1;21,5;16,9;50,9;57,0;45,8;10,0;937,3;
2023/04/18;0600;0,4;18,0;20,2;16,2;68,8;73,9;63,3;1,6;931,1;
